#timestep	time	hpmc_overlap_count	hpmc_translate_acceptance	hpmc_rotate_acceptance	hpmc_d	hpmc_a	volume	external_field_jit
141000	20.334653	0	0.7105263158	0.8088235294	0.3644162944	0.3837197179	2230.84529	81.2109012
141500	20.400599	0	0.7066666667	0.884057971	0.3644162944	0.3837197179	2230.84529	69.21786445
142000	20.467413	0	0.7916666667	0.875	0.3644162944	0.3837197179	2230.84529	86.40486717
142500	20.533882	0	0.6388888889	0.8472222222	0.3644162944	0.3837197179	2230.84529	75.35336339
143000	20.599631	0	0.8028169014	0.8904109589	0.3644162944	0.3837197179	2230.84529	90.65046751
143500	20.664432	0	0.8026315789	0.9264705882	0.3644162944	0.3837197179	2230.84529	77.89816529
144000	20.731849	0	0.8028169014	0.904109589	0.3644162944	0.3837197179	2230.84529	71.44715995
144500	20.798158	0	0.7391304348	0.88	0.3644162944	0.3837197179	2230.84529	70.9250083
145000	20.866852	0	0.6478873239	0.6849315068	0.3644162944	0.3837197179	2230.84529	64.91649902
145500	20.933949	0	0.6301369863	0.7887323944	0.3644162944	0.3837197179	2230.84529	66.76490736
146000	21.001297	0	0.6901408451	0.7945205479	0.3644162944	0.3837197179	2230.84529	70.78321308
146500	21.067265	0	0.7285714286	0.8783783784	0.3644162944	0.3837197179	2230.84529	81.12023801
147000	21.134438	0	0.6	0.7536231884	0.3644162944	0.3837197179	2230.84529	65.05614209
147500	21.200801	0	0.7419354839	0.8902439024	0.3644162944	0.3837197179	2230.84529	71.702241
148000	21.266502	0	0.8125	0.825	0.3644162944	0.3837197179	2230.84529	90.081608
148500	21.330908	0	0.7246376812	0.68	0.3644162944	0.3837197179	2230.84529	91.85986441
149000	21.396563	0	0.7236842105	0.9558823529	0.3644162944	0.3837197179	2230.84529	77.28845578
149500	21.463423	0	0.7638888889	0.8194444444	0.3644162944	0.3837197179	2230.84529	80.52629781
150000	21.535944	0	0.6973684211	0.8382352941	0.3644162944	0.3837197179	2230.84529	74.05067468
150500	21.601825	0	0.676056338	0.8767123288	0.3644162944	0.3837197179	2230.84529	79.32977003
151000	21.667333	0	0.765625	0.7875	0.3644162944	0.3837197179	2230.84529	77.69723129
151500	21.733055	0	0.7763157895	0.8676470588	0.3644162944	0.3837197179	2230.84529	75.26583368
152000	21.800726	0	0.7049180328	0.9036144578	0.3644162944	0.3837197179	2230.84529	80.79313684
152500	21.865598	0	0.8550724638	0.9333333333	0.3644162944	0.3837197179	2230.84529	85.99930799
153000	21.930416	0	0.7049180328	0.8554216867	0.3644162944	0.3837197179	2230.84529	68.62630188
153500	21.998281	0	0.7307692308	0.7878787879	0.3644162944	0.3837197179	2230.84529	71.56770003
154000	22.065095	0	0.8205128205	0.9090909091	0.3644162944	0.3837197179	2230.84529	72.74872148
154500	22.130487	0	0.7215189873	0.8307692308	0.3644162944	0.3837197179	2230.84529	79.39766765
155000	22.195679	0	0.7384615385	0.8987341772	0.3644162944	0.3837197179	2230.84529	83.39753616
155500	22.261713	0	0.6615384615	0.7215189873	0.3644162944	0.3837197179	2230.84529	66.93414396
156000	22.328023	0	0.7272727273	0.8974358974	0.3644162944	0.3837197179	2230.84529	76.18226743
156500	22.394348	0	0.7323943662	0.8493150685	0.3644162944	0.3837197179	2230.84529	71.82991695
157000	22.460923	0	0.796875	0.775	0.3644162944	0.3837197179	2230.84529	66.78746063
157500	22.527547	0	0.8059701493	0.8181818182	0.3644162944	0.3837197179	2230.84529	77.31706107
158000	22.594333	0	0.6885245902	0.8674698795	0.3644162944	0.3837197179	2230.84529	70.41323394
158500	22.659387	0	0.7246376812	0.9066666667	0.3644162944	0.3837197179	2230.84529	83.66095412
159000	22.725967	0	0.7910447761	0.7532467532	0.3644162944	0.3837197179	2230.84529	80.78787392
159500	22.79072	0	0.7536231884	0.8933333333	0.3644162944	0.3837197179	2230.84529	88.65658444
160000	22.858473	0	0.7142857143	0.7837837838	0.3644162944	0.3837197179	2230.84529	78.78464013
160500	22.924027	0	0.7906976744	0.775862069	0.3644162944	0.3837197179	2230.84529	75.31252217
161000	22.989989	0	0.7534246575	0.8450704225	0.3644162944	0.3837197179	2230.84529	75.03028041
161500	23.056502	0	0.7258064516	0.8780487805	0.3644162944	0.3837197179	2230.84529	79.84065205
162000	23.122838	0	0.72	0.8985507246	0.3644162944	0.3837197179	2230.84529	77.90221381
162500	23.189029	0	0.8028169014	0.8082191781	0.3644162944	0.3837197179	2230.84529	85.44920743
163000	23.255748	0	0.7875	0.921875	0.3644162944	0.3837197179	2230.84529	83.43771732
163500	23.320954	0	0.7313432836	0.8961038961	0.3644162944	0.3837197179	2230.84529	87.04234278
164000	23.387114	0	0.7142857143	0.9324324324	0.3644162944	0.3837197179	2230.84529	80.85634017
164500	23.453535	0	0.6891891892	0.8857142857	0.3644162944	0.3837197179	2230.84529	76.52314818
165000	23.519304	0	0.7571428571	0.9054054054	0.3644162944	0.3837197179	2230.84529	73.81012964
165500	23.587178	0	0.7733333333	0.8115942029	0.3644162944	0.3837197179	2230.84529	69.31841189
166000	23.654756	0	0.7916666667	0.9305555556	0.3644162944	0.3837197179	2230.84529	82.67083985
166500	23.719695	0	0.6956521739	0.8933333333	0.3644162944	0.3837197179	2230.84529	79.75983661
167000	23.786595	0	0.7361111111	0.8333333333	0.3644162944	0.3837197179	2230.84529	69.24561834
167500	23.852545	0	0.7162162162	0.8714285714	0.3644162944	0.3837197179	2230.84529	81.46385092
168000	23.919095	0	0.6623376623	0.8805970149	0.3644162944	0.3837197179	2230.84529	80.19465673
168500	23.985236	0	0.6710526316	0.9117647059	0.3644162944	0.3837197179	2230.84529	75.97858578
169000	24.052139	0	0.7027027027	0.8142857143	0.3644162944	0.3837197179	2230.84529	81.94876903
169500	24.118054	0	0.8266666667	0.8985507246	0.3644162944	0.3837197179	2230.84529	74.14325231
170000	24.189148	0	0.7530864198	0.8571428571	0.3644162944	0.3837197179	2230.84529	82.38264155
170500	24.25546	0	0.68	0.9275362319	0.3644162944	0.3837197179	2230.84529	77.02663261
171000	24.322309	0	0.4666666667	0.6904761905	0.3644162944	0.3837197179	2230.84529	69.77582055
171500	24.389723	0	0.7727272727	0.8205128205	0.3644162944	0.3837197179	2230.84529	83.8920626
172000	24.456474	0	0.7285714286	0.8918918919	0.3644162944	0.3837197179	2230.84529	77.32235396
172500	24.522177	0	0.7590361446	0.8852459016	0.3644162944	0.3837197179	2230.84529	87.41116703
173000	24.587442	0	0.7096774194	0.8780487805	0.3644162944	0.3837197179	2230.84529	71.30179518
173500	24.655198	0	0.8405797101	0.88	0.3644162944	0.3837197179	2230.84529	90.14749527
174000	24.719807	0	0.8076923077	0.9545454545	0.3644162944	0.3837197179	2230.84529	89.57944453
174500	24.784542	0	0.8	0.9324324324	0.3644162944	0.3837197179	2230.84529	89.84401172
175000	24.85133	0	0.675	0.8125	0.3644162944	0.3837197179	2230.84529	70.34245145
175500	24.918074	0	0.828125	0.8625	0.3644162944	0.3837197179	2230.84529	75.77585614
176000	24.984536	0	0.7230769231	0.8607594937	0.3644162944	0.3837197179	2230.84529	80.9330067
176500	25.050044	0	0.6909090909	0.8539325843	0.3644162944	0.3837197179	2230.84529	81.2608375
177000	25.114639	0	0.7407407407	0.8253968254	0.3644162944	0.3837197179	2230.84529	80.0030275
177500	25.180418	0	0.7532467532	0.8358208955	0.3644162944	0.3837197179	2230.84529	87.22247994
178000	25.245363	0	0.6721311475	0.8795180723	0.3644162944	0.3837197179	2230.84529	78.95589507
178500	25.311074	0	0.71875	0.875	0.3644162944	0.3837197179	2230.84529	87.31128055
179000	25.377499	0	0.6428571429	0.7702702703	0.3644162944	0.3837197179	2230.84529	73.64230382
179500	25.443419	0	0.6707317073	0.8548387097	0.3644162944	0.3837197179	2230.84529	77.36182499
180000	25.514874	0	0.8309859155	0.8630136986	0.3644162944	0.3837197179	2230.84529	90.53683829
180500	25.582363	0	0.7435897436	0.8787878788	0.3644162944	0.3837197179	2230.84529	73.11809868
181000	25.650694	0	0.7118644068	0.7882352941	0.3644162944	0.3837197179	2230.84529	80.56951106
181500	25.717017	0	0.7083333333	0.9027777778	0.3644162944	0.3837197179	2230.84529	82.36563182
182000	25.783207	0	0.8219178082	0.9718309859	0.3644162944	0.3837197179	2230.84529	96.16290802
182500	25.848271	0	0.6393442623	0.7710843373	0.3644162944	0.3837197179	2230.84529	82.73299998
183000	25.914712	0	0.661971831	0.7534246575	0.3644162944	0.3837197179	2230.84529	74.70924246
183500	25.981547	0	0.7402597403	0.7164179104	0.3644162944	0.3837197179	2230.84529	74.31833339
184000	26.047603	0	0.8	0.8405797101	0.3644162944	0.3837197179	2230.84529	81.88680011
184500	26.112894	0	0.72	0.8550724638	0.3644162944	0.3837197179	2230.84529	72.91529936
185000	26.17849	0	0.734375	0.8875	0.3644162944	0.3837197179	2230.84529	73.05833626
185500	26.243954	0	0.7162162162	0.8285714286	0.3644162944	0.3837197179	2230.84529	70.1206547
186000	26.310332	0	0.7866666667	0.9275362319	0.3644162944	0.3837197179	2230.84529	87.35140651
186500	26.377235	0	0.6779661017	0.7882352941	0.3644162944	0.3837197179	2230.84529	89.06393689
187000	26.4432	0	0.6956521739	0.9333333333	0.3644162944	0.3837197179	2230.84529	81.11247683
187500	26.508857	0	0.8358208955	0.9480519481	0.3644162944	0.3837197179	2230.84529	82.27516639
188000	26.575055	0	0.734375	0.8125	0.3644162944	0.3837197179	2230.84529	75.5981198
188500	26.641478	0	0.8153846154	0.8987341772	0.3644162944	0.3837197179	2230.84529	86.57413787
189000	26.706933	0	0.7361111111	0.8611111111	0.3644162944	0.3837197179	2230.84529	84.56045103
189500	26.771826	0	0.7384615385	0.8227848101	0.3644162944	0.3837197179	2230.84529	88.00048882
190000	26.839286	0	0.6478873239	0.7534246575	0.3644162944	0.3837197179	2230.84529	72.70888859
190500	26.904176	0	0.7272727273	0.7564102564	0.3644162944	0.3837197179	2230.84529	76.92787331
191000	26.969067	0	0.6666666667	0.84	0.3644162944	0.3837197179	2230.84529	74.27687442
191500	27.035325	0	0.7142857143	0.7702702703	0.3644162944	0.3837197179	2230.84529	72.45310766
192000	27.101609	0	0.6212121212	0.7820512821	0.3644162944	0.3837197179	2230.84529	84.53962451
192500	27.167373	0	0.7808219178	0.8169014085	0.3644162944	0.3837197179	2230.84529	70.93445224
193000	27.234728	0	0.6842105263	0.8676470588	0.3644162944	0.3837197179	2230.84529	73.1259979
193500	27.300045	0	0.6216216216	0.8142857143	0.3644162944	0.3837197179	2230.84529	73.84228653
194000	27.365751	0	0.7027027027	0.8285714286	0.3644162944	0.3837197179	2230.84529	90.74442786
194500	27.430268	0	0.7424242424	0.8076923077	0.3644162944	0.3837197179	2230.84529	80.05711257
195000	27.496077	0	0.552238806	0.8701298701	0.3644162944	0.3837197179	2230.84529	74.76761627
195500	27.56253	0	0.8208955224	0.8571428571	0.3644162944	0.3837197179	2230.84529	74.3933351
196000	27.628131	0	0.8260869565	0.9066666667	0.3644162944	0.3837197179	2230.84529	79.78773576
196500	27.694763	0	0.6825396825	0.8765432099	0.3644162944	0.3837197179	2230.84529	78.77846509
197000	27.762064	0	0.5974025974	0.7462686567	0.3644162944	0.3837197179	2230.84529	67.02420944
197500	27.829631	0	0.6811594203	0.8133333333	0.3644162944	0.3837197179	2230.84529	83.15933233
198000	27.895614	0	0.6849315068	0.8873239437	0.3644162944	0.3837197179	2230.84529	79.50315529
198500	27.960986	0	0.7424242424	0.8461538462	0.3644162944	0.3837197179	2230.84529	82.14907122
199000	28.025985	0	0.7222222222	0.9166666667	0.3644162944	0.3837197179	2230.84529	83.45360106
199500	28.091109	0	0.7692307692	0.8987341772	0.3644162944	0.3837197179	2230.84529	80.61798596
200000	28.161655	0	0.8208955224	0.8701298701	0.3644162944	0.3837197179	2230.84529	77.3796562
200500	28.227854	0	0.7352941176	0.8947368421	0.3644162944	0.3837197179	2230.84529	94.08243215
201000	28.293578	0	0.6578947368	0.8382352941	0.3644162944	0.3837197179	2230.84529	71.99206239
201500	28.359019	0	0.7530864198	0.9047619048	0.3644162944	0.3837197179	2230.84529	75.03943235
202000	28.42432	0	0.8571428571	0.8783783784	0.3644162944	0.3837197179	2230.84529	96.3127284
202500	28.490272	0	0.7407407407	0.8095238095	0.3644162944	0.3837197179	2230.84529	82.82233745
203000	28.556323	0	0.8918918919	0.7857142857	0.3644162944	0.3837197179	2230.84529	81.55632257
203500	28.622333	0	0.7435897436	0.8636363636	0.3644162944	0.3837197179	2230.84529	72.51630348
204000	28.688154	0	0.8837209302	0.8275862069	0.3644162944	0.3837197179	2230.84529	86.71701598
204500	28.753357	0	0.8028169014	0.7671232877	0.3644162944	0.3837197179	2230.84529	79.67772841
205000	28.818408	0	0.7638888889	0.9027777778	0.3644162944	0.3837197179	2230.84529	83.92080337
205500	28.884981	0	0.7638888889	0.9444444444	0.3644162944	0.3837197179	2230.84529	91.21868092
206000	28.94944	0	0.7183098592	0.8219178082	0.3644162944	0.3837197179	2230.84529	72.62232542
206500	29.015784	0	0.7575757576	0.7820512821	0.3644162944	0.3837197179	2230.84529	81.63615209
207000	29.08402	0	0.7391304348	0.84	0.3644162944	0.3837197179	2230.84529	83.46098155
207500	29.150185	0	0.7424242424	0.7820512821	0.3644162944	0.3837197179	2230.84529	71.17779481
208000	29.217851	0	0.6714285714	0.8918918919	0.3644162944	0.3837197179	2230.84529	78.87487131
208500	29.283212	0	0.6315789474	0.7205882353	0.3644162944	0.3837197179	2230.84529	76.22816956
209000	29.349622	0	0.746835443	0.7846153846	0.3644162944	0.3837197179	2230.84529	78.3574453
209500	29.415772	0	0.8133333333	0.8405797101	0.3644162944	0.3837197179	2230.84529	75.33636141
210000	29.487716	0	0.7260273973	0.8309859155	0.3644162944	0.3837197179	2230.84529	82.11436027
210500	29.557818	0	0.698630137	0.7746478873	0.3644162944	0.3837197179	2230.84529	72.47458386
211000	29.624449	0	0.6923076923	0.8607594937	0.3644162944	0.3837197179	2230.84529	80.45229536
211500	29.689392	0	0.7972972973	0.9428571429	0.3644162944	0.3837197179	2230.84529	77.56596243
212000	29.756337	0	0.7792207792	0.8656716418	0.3644162944	0.3837197179	2230.84529	69.26222044
212500	29.824684	0	0.75	0.8157894737	0.3644162944	0.3837197179	2230.84529	69.05127895
213000	29.891731	0	0.7162162162	0.8285714286	0.3644162944	0.3837197179	2230.84529	85.25061876
213500	29.956334	0	0.7536231884	0.8533333333	0.3644162944	0.3837197179	2230.84529	78.35460538
214000	30.022178	0	0.875	0.85	0.3644162944	0.3837197179	2230.84529	76.96912771
214500	30.087888	0	0.7910447761	0.8051948052	0.3644162944	0.3837197179	2230.84529	87.97891891
215000	30.152663	0	0.7837837838	0.8857142857	0.3644162944	0.3837197179	2230.84529	84.4859544
215500	30.217587	0	0.7868852459	0.8192771084	0.3644162944	0.3837197179	2230.84529	90.3502453
216000	30.283818	0	0.7605633803	0.9178082192	0.3644162944	0.3837197179	2230.84529	76.45966625
216500	30.350949	0	0.625	0.8375	0.3644162944	0.3837197179	2230.84529	70.42092776
217000	30.416999	0	0.7575757576	0.858974359	0.3644162944	0.3837197179	2230.84529	76.18573558
217500	30.482717	0	0.8125	0.859375	0.3644162944	0.3837197179	2230.84529	91.19227165
218000	30.546438	0	0.6849315068	0.8732394366	0.3644162944	0.3837197179	2230.84529	79.07634622
218500	30.611508	0	0.7857142857	0.9054054054	0.3644162944	0.3837197179	2230.84529	80.96804392
219000	30.677445	0	0.7230769231	0.7594936709	0.3644162944	0.3837197179	2230.84529	76.1465894
219500	30.74417	0	0.7407407407	0.8571428571	0.3644162944	0.3837197179	2230.84529	80.5419327
220000	30.814695	0	0.7826086957	0.8133333333	0.3644162944	0.3837197179	2230.84529	65.82614475
220500	30.884426	0	0.7746478873	0.9178082192	0.3644162944	0.3837197179	2230.84529	84.72125709
221000	30.95076	0	0.7746478873	0.8219178082	0.3644162944	0.3837197179	2230.84529	76.03825265
221500	31.016175	0	0.671875	0.85	0.3644162944	0.3837197179	2230.84529	72.37103313
222000	31.081123	0	0.7901234568	0.9365079365	0.3644162944	0.3837197179	2230.84529	85.33299786
222500	31.146889	0	0.768115942	0.92	0.3644162944	0.3837197179	2230.84529	78.14139521
223000	31.212772	0	0.652173913	0.8533333333	0.3644162944	0.3837197179	2230.84529	70.64459485
223500	31.280614	0	0.696969697	0.8461538462	0.3644162944	0.3837197179	2230.84529	72.81486058
224000	31.34798	0	0.7428571429	0.8783783784	0.3644162944	0.3837197179	2230.84529	73.26514202
224500	31.413746	0	0.7571428571	0.7567567568	0.3644162944	0.3837197179	2230.84529	80.94337612
225000	31.480044	0	0.7011494253	0.8596491228	0.3644162944	0.3837197179	2230.84529	63.19827807
225500	31.547734	0	0.6956521739	0.8666666667	0.3644162944	0.3837197179	2230.84529	74.18149132
226000	31.612947	0	0.8266666667	0.8260869565	0.3644162944	0.3837197179	2230.84529	78.28325152
226500	31.680714	0	0.6081081081	0.8428571429	0.3644162944	0.3837197179	2230.84529	61.72519326
227000	31.748419	0	0.6533333333	0.8695652174	0.3644162944	0.3837197179	2230.84529	72.57946974
227500	31.815407	0	0.8676470588	0.8684210526	0.3644162944	0.3837197179	2230.84529	73.15872192
228000	31.881383	0	0.724137931	0.8604651163	0.3644162944	0.3837197179	2230.84529	83.66032898
228500	31.94608	0	0.7647058824	0.8421052632	0.3644162944	0.3837197179	2230.84529	93.39607561
229000	32.010865	0	0.6478873239	0.7808219178	0.3644162944	0.3837197179	2230.84529	70.03747147
229500	32.076536	0	0.7285714286	0.9324324324	0.3644162944	0.3837197179	2230.84529	84.25994903
230000	32.143882	0	0.78125	0.725	0.3644162944	0.3837197179	2230.84529	76.0647198
230500	32.208461	0	0.7534246575	0.7746478873	0.3644162944	0.3837197179	2230.84529	78.44615918
231000	32.275481	0	0.7666666667	0.8928571429	0.3644162944	0.3837197179	2230.84529	77.47643214
231500	32.343363	0	0.71875	0.7875	0.3644162944	0.3837197179	2230.84529	70.40071356
232000	32.409586	0	0.6666666667	0.8266666667	0.3644162944	0.3837197179	2230.84529	78.32584333
232500	32.475264	0	0.8157894737	0.8970588235	0.3644162944	0.3837197179	2230.84529	86.12188762
233000	32.542078	0	0.6617647059	0.8552631579	0.3644162944	0.3837197179	2230.84529	80.74276942
233500	32.607624	0	0.7692307692	0.8333333333	0.3644162944	0.3837197179	2230.84529	77.7202217
234000	32.673125	0	0.6756756757	0.8142857143	0.3644162944	0.3837197179	2230.84529	88.88710314
234500	32.738292	0	0.6615384615	0.8481012658	0.3644162944	0.3837197179	2230.84529	73.78016257
235000	32.803514	0	0.7837837838	0.8714285714	0.3644162944	0.3837197179	2230.84529	77.82197142
235500	32.869459	0	0.7	0.8095238095	0.3644162944	0.3837197179	2230.84529	74.8095476
236000	32.935854	0	0.7088607595	0.7846153846	0.3644162944	0.3837197179	2230.84529	73.60931408
236500	33.00185	0	0.7796610169	0.8941176471	0.3644162944	0.3837197179	2230.84529	78.62351501
237000	33.068037	0	0.7323943662	0.9315068493	0.3644162944	0.3837197179	2230.84529	74.53233504
237500	33.135289	0	0.6727272727	0.8426966292	0.3644162944	0.3837197179	2230.84529	81.45303768
238000	33.201716	0	0.7671232877	0.8309859155	0.3644162944	0.3837197179	2230.84529	78.56858218
238500	33.268324	0	0.8076923077	0.7727272727	0.3644162944	0.3837197179	2230.84529	78.22220874
239000	33.334075	0	0.746031746	0.8395061728	0.3644162944	0.3837197179	2230.84529	88.13365167
239500	33.3993	0	0.7088607595	0.9230769231	0.3644162944	0.3837197179	2230.84529	83.77217531
240000	33.470864	0	0.6756756757	0.9	0.3644162944	0.3837197179	2230.84529	78.5302794
240500	33.53662	0	0.65625	0.775	0.3644162944	0.3837197179	2230.84529	75.80199999
241000	33.603342	0	0.84375	0.9125	0.3644162944	0.3837197179	2230.84529	84.46925813
241500	33.670702	0	0.6811594203	0.7466666667	0.3644162944	0.3837197179	2230.84529	72.70087814
242000	33.736924	0	0.6811594203	0.8	0.3644162944	0.3837197179	2230.84529	65.32410073
242500	33.803168	0	0.7027027027	0.8428571429	0.3644162944	0.3837197179	2230.84529	72.18205118
243000	33.869656	0	0.696969697	0.9102564103	0.3644162944	0.3837197179	2230.84529	84.96952558
243500	33.93659	0	0.8048780488	0.8548387097	0.3644162944	0.3837197179	2230.84529	79.02661872
244000	34.001622	0	0.6857142857	0.8783783784	0.3644162944	0.3837197179	2230.84529	85.60215688
244500	34.067713	0	0.7826086957	0.8266666667	0.3644162944	0.3837197179	2230.84529	80.23304009
245000	34.133496	0	0.6323529412	0.75	0.3644162944	0.3837197179	2230.84529	61.93553925
245500	34.200274	0	0.6666666667	0.8695652174	0.3644162944	0.3837197179	2230.84529	86.48911011
246000	34.265665	0	0.8	0.8378378378	0.3644162944	0.3837197179	2230.84529	84.48094612
246500	34.331702	0	0.7894736842	0.8529411765	0.3644162944	0.3837197179	2230.84529	76.2580564
247000	34.399963	0	0.768115942	0.6933333333	0.3644162944	0.3837197179	2230.84529	79.17301458
247500	34.46708	0	0.7534246575	0.7887323944	0.3644162944	0.3837197179	2230.84529	76.92164797
248000	34.534227	0	0.7	0.7380952381	0.3644162944	0.3837197179	2230.84529	86.18986607
248500	34.600341	0	0.6271186441	0.8941176471	0.3644162944	0.3837197179	2230.84529	76.57529211
249000	34.668188	0	0.7647058824	0.8815789474	0.3644162944	0.3837197179	2230.84529	77.66824165
249500	34.735023	0	0.7384615385	0.7848101266	0.3644162944	0.3837197179	2230.84529	76.87181979
250000	34.804854	0	0.7878787879	0.8076923077	0.3644162944	0.3837197179	2230.84529	77.58213836
250500	34.873203	0	0.7662337662	0.8208955224	0.3644162944	0.3837197179	2230.84529	70.07738274
251000	34.939356	0	0.6973684211	0.8382352941	0.3644162944	0.3837197179	2230.84529	75.44430399
251500	35.005198	0	0.7671232877	0.8732394366	0.3644162944	0.3837197179	2230.84529	74.7297399
252000	35.070093	0	0.7638888889	0.8888888889	0.3644162944	0.3837197179	2230.84529	90.88236398
252500	35.135916	0	0.8571428571	0.8783783784	0.3644162944	0.3837197179	2230.84529	78.27585602
253000	35.202286	0	0.675	0.796875	0.3644162944	0.3837197179	2230.84529	69.03116351
253500	35.269329	0	0.7538461538	0.8734177215	0.3644162944	0.3837197179	2230.84529	84.43690687
254000	35.334277	0	0.796875	0.825	0.3644162944	0.3837197179	2230.84529	83.42624527
254500	35.400904	0	0.7285714286	0.8243243243	0.3644162944	0.3837197179	2230.84529	82.38849276
255000	35.467769	0	0.8421052632	0.9117647059	0.3644162944	0.3837197179	2230.84529	81.77581626
255500	35.534177	0	0.8235294118	0.8157894737	0.3644162944	0.3837197179	2230.84529	74.81916648
256000	35.600704	0	0.7571428571	0.7837837838	0.3644162944	0.3837197179	2230.84529	78.08839166
256500	35.666392	0	0.661971831	0.8767123288	0.3644162944	0.3837197179	2230.84529	89.87691694
257000	35.730569	0	0.8695652174	0.8933333333	0.3644162944	0.3837197179	2230.84529	86.66913748
257500	35.797024	0	0.8095238095	0.8395061728	0.3644162944	0.3837197179	2230.84529	77.53261894
258000	35.8624	0	0.7738095238	0.9166666667	0.3644162944	0.3837197179	2230.84529	79.96154201
258500	35.926446	0	0.698630137	0.8732394366	0.3644162944	0.3837197179	2230.84529	79.19845647
259000	35.993775	0	0.7428571429	0.9054054054	0.3644162944	0.3837197179	2230.84529	80.84997034
259500	36.06031	0	0.8194444444	0.7916666667	0.3644162944	0.3837197179	2230.84529	78.01099098
260000	36.130919	0	0.7101449275	0.84	0.3644162944	0.3837197179	2230.84529	79.46562934
260500	36.201817	0	0.7205882353	0.6315789474	0.3644162944	0.3837197179	2230.84529	71.00143957
261000	36.267392	0	0.7230769231	0.7974683544	0.3644162944	0.3837197179	2230.84529	79.70334631
261500	36.333058	0	0.7692307692	0.8181818182	0.3644162944	0.3837197179	2230.84529	70.74684131
262000	36.398435	0	0.7826086957	0.84	0.3644162944	0.3837197179	2230.84529	74.17357606
262500	36.464015	0	0.6753246753	0.7910447761	0.3644162944	0.3837197179	2230.84529	72.76005882
263000	36.529775	0	0.7804878049	0.8064516129	0.3644162944	0.3837197179	2230.84529	77.93138987
263500	36.594806	0	0.75	0.8055555556	0.3644162944	0.3837197179	2230.84529	79.17876363
264000	36.661356	0	0.671641791	0.8831168831	0.3644162944	0.3837197179	2230.84529	81.73575139
264500	36.727619	0	0.7746478873	0.8767123288	0.3644162944	0.3837197179	2230.84529	94.43592173
265000	36.794429	0	0.7857142857	0.8108108108	0.3644162944	0.3837197179	2230.84529	70.74956739
265500	36.859759	0	0.8987341772	0.9230769231	0.3644162944	0.3837197179	2230.84529	98.92665881
266000	36.925029	0	0.7837837838	0.7714285714	0.3644162944	0.3837197179	2230.84529	75.62664506
266500	36.991075	0	0.8072289157	0.8360655738	0.3644162944	0.3837197179	2230.84529	74.04247737
267000	37.057446	0	0.7162162162	0.8142857143	0.3644162944	0.3837197179	2230.84529	80.55693942
267500	37.123731	0	0.7466666667	0.8550724638	0.3644162944	0.3837197179	2230.84529	72.88916439
268000	37.191163	0	0.7123287671	0.8309859155	0.3644162944	0.3837197179	2230.84529	68.22049826
268500	37.258274	0	0.6506024096	0.9016393443	0.3644162944	0.3837197179	2230.84529	78.77003223
269000	37.324513	0	0.7142857143	0.8918918919	0.3644162944	0.3837197179	2230.84529	86.38680232
269500	37.389205	0	0.7631578947	0.8970588235	0.3644162944	0.3837197179	2230.84529	84.82361656
270000	37.455994	0	0.7692307692	0.8333333333	0.3644162944	0.3837197179	2230.84529	76.57076609
270500	37.522582	0	0.7882352941	0.8474576271	0.3644162944	0.3837197179	2230.84529	85.24108124
271000	37.587995	0	0.6764705882	0.8289473684	0.3644162944	0.3837197179	2230.84529	74.9773612
271500	37.654319	0	0.7	0.7619047619	0.3644162944	0.3837197179	2230.84529	77.13269198
272000	37.72129	0	0.7631578947	0.7941176471	0.3644162944	0.3837197179	2230.84529	91.30316448
272500	37.785646	0	0.7076923077	0.8987341772	0.3644162944	0.3837197179	2230.84529	90.3026132
273000	37.851071	0	0.8405797101	0.84	0.3644162944	0.3837197179	2230.84529	87.021617
273500	37.917151	0	0.7142857143	0.8243243243	0.3644162944	0.3837197179	2230.84529	81.7759428
274000	37.981929	0	0.6911764706	0.8421052632	0.3644162944	0.3837197179	2230.84529	79.84202814
274500	38.048082	0	0.6231884058	0.7333333333	0.3644162944	0.3837197179	2230.84529	73.27626497
275000	38.11462	0	0.7567567568	0.8714285714	0.3644162944	0.3837197179	2230.84529	81.14452565
275500	38.179737	0	0.7407407407	0.8412698413	0.3644162944	0.3837197179	2230.84529	82.12455451
276000	38.244751	0	0.7105263158	0.7205882353	0.3644162944	0.3837197179	2230.84529	79.13120681
276500	38.311925	0	0.7882352941	0.8644067797	0.3644162944	0.3837197179	2230.84529	78.29877967
277000	38.379513	0	0.7258064516	0.9146341463	0.3644162944	0.3837197179	2230.84529	71.41661984
277500	38.446132	0	0.6376811594	0.8933333333	0.3644162944	0.3837197179	2230.84529	74.89192778
278000	38.513042	0	0.6571428571	0.7972972973	0.3644162944	0.3837197179	2230.84529	75.21015137
278500	38.579579	0	0.7176470588	0.9152542373	0.3644162944	0.3837197179	2230.84529	78.59227562
279000	38.645857	0	0.7792207792	0.9104477612	0.3644162944	0.3837197179	2230.84529	87.53295213
279500	38.712619	0	0.7407407407	0.8888888889	0.3644162944	0.3837197179	2230.84529	75.88276207
280000	38.784526	0	0.8181818182	0.808988764	0.3644162944	0.3837197179	2230.84529	87.38683182
280500	38.853568	0	0.671641791	0.8181818182	0.3644162944	0.3837197179	2230.84529	65.43665552
281000	38.919819	0	0.7307692308	0.7575757576	0.3644162944	0.3837197179	2230.84529	79.30009604
281500	38.985581	0	0.7714285714	0.8918918919	0.3644162944	0.3837197179	2230.84529	87.63703829
