#timestep	time	hpmc_overlap_count	hpmc_translate_acceptance	hpmc_rotate_acceptance	hpmc_d	hpmc_a	volume	external_field_jit
21000	4.426685	0	0.8142857143	0.7837837838	0.3644162944	0.3837197179	2230.84529	76.82992476
21500	4.493036	0	0.6805555556	0.875	0.3644162944	0.3837197179	2230.84529	70.59277564
22000	4.559487	0	0.7272727273	0.7948717949	0.3644162944	0.3837197179	2230.84529	67.37558949
22500	4.625856	0	0.6231884058	0.88	0.3644162944	0.3837197179	2230.84529	80.1260888
23000	4.691899	0	0.7230769231	0.7974683544	0.3644162944	0.3837197179	2230.84529	79.38439953
23500	4.758658	0	0.7066666667	0.8115942029	0.3644162944	0.3837197179	2230.84529	74.03668255
24000	4.823558	0	0.7790697674	0.8448275862	0.3644162944	0.3837197179	2230.84529	91.83020169
24500	4.890705	0	0.6708860759	0.8461538462	0.3644162944	0.3837197179	2230.84529	75.01942104
25000	4.956104	0	0.8169014085	0.8767123288	0.3644162944	0.3837197179	2230.84529	82.39826798
25500	5.021782	0	0.765625	0.7875	0.3644162944	0.3837197179	2230.84529	70.95232087
26000	5.088084	0	0.7066666667	0.768115942	0.3644162944	0.3837197179	2230.84529	79.12120891
26500	5.153266	0	0.6216216216	0.9	0.3644162944	0.3837197179	2230.84529	77.75304323
27000	5.218376	0	0.743902439	0.7419354839	0.3644162944	0.3837197179	2230.84529	76.72928187
27500	5.284589	0	0.7575757576	0.7564102564	0.3644162944	0.3837197179	2230.84529	78.86619914
28000	5.351962	0	0.7692307692	0.7721518987	0.3644162944	0.3837197179	2230.84529	86.00516188
28500	5.418152	0	0.8461538462	0.8481012658	0.3644162944	0.3837197179	2230.84529	78.54216534
29000	5.483558	0	0.7384615385	0.8101265823	0.3644162944	0.3837197179	2230.84529	77.87659138
29500	5.549196	0	0.7536231884	0.84	0.3644162944	0.3837197179	2230.84529	80.45429051
30000	5.62081	0	0.6984126984	0.7777777778	0.3644162944	0.3837197179	2230.84529	77.82841551
30500	5.686985	0	0.7931034483	0.8947368421	0.3644162944	0.3837197179	2230.84529	86.04896063
31000	5.752812	0	0.6029411765	0.9210526316	0.3644162944	0.3837197179	2230.84529	62.09530604
31500	5.820395	0	0.7037037037	0.7619047619	0.3644162944	0.3837197179	2230.84529	70.07643747
32000	5.886928	0	0.7887323944	0.904109589	0.3644162944	0.3837197179	2230.84529	89.28190649
32500	5.952241	0	0.7301587302	0.8765432099	0.3644162944	0.3837197179	2230.84529	82.71963888
33000	6.017214	0	0.6567164179	0.8571428571	0.3644162944	0.3837197179	2230.84529	84.58476496
33500	6.082116	0	0.6805555556	0.8611111111	0.3644162944	0.3837197179	2230.84529	81.46800017
34000	6.147524	0	0.7631578947	0.8235294118	0.3644162944	0.3837197179	2230.84529	87.7847864
34500	6.211841	0	0.5714285714	0.8108108108	0.3644162944	0.3837197179	2230.84529	70.23639369
35000	6.277842	0	0.7564102564	0.8484848485	0.3644162944	0.3837197179	2230.84529	88.19242597
35500	6.343126	0	0.7083333333	0.9722222222	0.3644162944	0.3837197179	2230.84529	94.40519154
36000	6.407651	0	0.6849315068	0.8591549296	0.3644162944	0.3837197179	2230.84529	82.78006476
36500	6.473337	0	0.8225806452	0.8780487805	0.3644162944	0.3837197179	2230.84529	76.68456745
37000	6.540175	0	0.828125	0.9125	0.3644162944	0.3837197179	2230.84529	87.89427936
37500	6.605451	0	0.6666666667	0.8133333333	0.3644162944	0.3837197179	2230.84529	75.0017069
38000	6.671873	0	0.7142857143	0.8955223881	0.3644162944	0.3837197179	2230.84529	73.19710958
38500	6.737757	0	0.8108108108	0.7714285714	0.3644162944	0.3837197179	2230.84529	74.61958188
39000	6.802727	0	0.8358208955	0.8831168831	0.3644162944	0.3837197179	2230.84529	91.84071428
39500	6.867346	0	0.8082191781	0.8873239437	0.3644162944	0.3837197179	2230.84529	77.20160908
40000	6.935836	0	0.6666666667	0.9166666667	0.3644162944	0.3837197179	2230.84529	62.78776097
40500	7.00269	0	0.606557377	0.8072289157	0.3644162944	0.3837197179	2230.84529	74.18447566
41000	7.069695	0	0.7636363636	0.9213483146	0.3644162944	0.3837197179	2230.84529	71.00267428
41500	7.135835	0	0.7530864198	0.8095238095	0.3644162944	0.3837197179	2230.84529	88.29391038
42000	7.201983	0	0.6901408451	0.8767123288	0.3644162944	0.3837197179	2230.84529	69.03847724
42500	7.266796	0	0.8125	0.890625	0.3644162944	0.3837197179	2230.84529	90.26382929
43000	7.333167	0	0.6184210526	0.8823529412	0.3644162944	0.3837197179	2230.84529	72.09902883
43500	7.400993	0	0.6913580247	0.7301587302	0.3644162944	0.3837197179	2230.84529	68.7204597
44000	7.468322	0	0.6769230769	0.7848101266	0.3644162944	0.3837197179	2230.84529	74.03284532
44500	7.5344	0	0.7833333333	0.9166666667	0.3644162944	0.3837197179	2230.84529	81.9178111
45000	7.601594	0	0.7101449275	0.8933333333	0.3644162944	0.3837197179	2230.84529	73.03253004
45500	7.667075	0	0.7142857143	0.9382716049	0.3644162944	0.3837197179	2230.84529	78.32457989
46000	7.733488	0	0.7586206897	0.7906976744	0.3644162944	0.3837197179	2230.84529	76.21712446
46500	7.798625	0	0.8148148148	0.9682539683	0.3644162944	0.3837197179	2230.84529	78.16977656
47000	7.865478	0	0.7746478873	0.8904109589	0.3644162944	0.3837197179	2230.84529	76.4688499
47500	7.931603	0	0.6714285714	0.8513513514	0.3644162944	0.3837197179	2230.84529	76.37056643
48000	7.996735	0	0.734939759	0.9344262295	0.3644162944	0.3837197179	2230.84529	81.13946456
48500	8.0624	0	0.6621621622	0.8285714286	0.3644162944	0.3837197179	2230.84529	71.34173465
49000	8.128145	0	0.7971014493	0.8666666667	0.3644162944	0.3837197179	2230.84529	87.69287652
49500	8.192408	0	0.7183098592	0.8767123288	0.3644162944	0.3837197179	2230.84529	90.3761884
50000	8.262816	0	0.8148148148	0.8333333333	0.3644162944	0.3837197179	2230.84529	81.56630313
50500	8.330286	0	0.7910447761	0.8311688312	0.3644162944	0.3837197179	2230.84529	86.24991536
51000	8.396117	0	0.6891891892	0.7428571429	0.3644162944	0.3837197179	2230.84529	78.17674065
51500	8.460777	0	0.7297297297	0.8857142857	0.3644162944	0.3837197179	2230.84529	79.40989089
52000	8.527891	0	0.75	0.7875	0.3644162944	0.3837197179	2230.84529	69.67161614
52500	8.593414	0	0.6582278481	0.6923076923	0.3644162944	0.3837197179	2230.84529	67.91275662
53000	8.6599	0	0.765625	0.85	0.3644162944	0.3837197179	2230.84529	77.26596564
53500	8.726818	0	0.8169014085	0.8904109589	0.3644162944	0.3837197179	2230.84529	85.36823881
54000	8.792126	0	0.7294117647	0.8813559322	0.3644162944	0.3837197179	2230.84529	80.01958495
54500	8.858853	0	0.768115942	0.8533333333	0.3644162944	0.3837197179	2230.84529	78.20826894
55000	8.925132	0	0.7631578947	0.8088235294	0.3644162944	0.3837197179	2230.84529	84.84304601
55500	8.991492	0	0.7307692308	0.8939393939	0.3644162944	0.3837197179	2230.84529	76.18623972
56000	9.056947	0	0.734375	0.9125	0.3644162944	0.3837197179	2230.84529	85.48984516
56500	9.121828	0	0.7733333333	0.884057971	0.3644162944	0.3837197179	2230.84529	83.68133378
57000	9.187569	0	0.6268656716	0.7922077922	0.3644162944	0.3837197179	2230.84529	67.0119012
57500	9.253926	0	0.7341772152	0.7538461538	0.3644162944	0.3837197179	2230.84529	75.88575149
58000	9.320323	0	0.7534246575	0.8450704225	0.3644162944	0.3837197179	2230.84529	80.67541522
58500	9.386253	0	0.6756756757	0.8142857143	0.3644162944	0.3837197179	2230.84529	69.39552635
59000	9.453136	0	0.619047619	0.7654320988	0.3644162944	0.3837197179	2230.84529	67.99004012
59500	9.520411	0	0.7466666667	0.884057971	0.3644162944	0.3837197179	2230.84529	83.45079535
60000	9.589308	0	0.6756756757	0.8714285714	0.3644162944	0.3837197179	2230.84529	77.78561652
60500	9.660046	0	0.7571428571	0.7432432432	0.3644162944	0.3837197179	2230.84529	75.61763191
61000	9.724817	0	0.7428571429	0.8648648649	0.3644162944	0.3837197179	2230.84529	92.39396226
61500	9.791362	0	0.7808219178	0.8732394366	0.3644162944	0.3837197179	2230.84529	79.17669088
62000	9.857896	0	0.6891891892	0.7428571429	0.3644162944	0.3837197179	2230.84529	79.68026531
62500	9.925068	0	0.6666666667	0.8	0.3644162944	0.3837197179	2230.84529	68.50888604
63000	9.990726	0	0.7972972973	0.8285714286	0.3644162944	0.3837197179	2230.84529	92.68275392
63500	10.056357	0	0.6615384615	0.9113924051	0.3644162944	0.3837197179	2230.84529	76.60560095
64000	10.122546	0	0.7419354839	0.743902439	0.3644162944	0.3837197179	2230.84529	78.25515789
64500	10.189706	0	0.7733333333	0.8550724638	0.3644162944	0.3837197179	2230.84529	77.17028564
65000	10.25644	0	0.7037037037	0.8253968254	0.3644162944	0.3837197179	2230.84529	77.82511491
65500	10.322866	0	0.6756756757	0.7285714286	0.3644162944	0.3837197179	2230.84529	70.90074766
66000	10.388041	0	0.7974683544	0.7846153846	0.3644162944	0.3837197179	2230.84529	74.83177698
66500	10.453028	0	0.7183098592	0.8630136986	0.3644162944	0.3837197179	2230.84529	69.59504843
67000	10.517616	0	0.8028169014	0.8767123288	0.3644162944	0.3837197179	2230.84529	83.96757871
67500	10.58351	0	0.6944444444	0.7777777778	0.3644162944	0.3837197179	2230.84529	90.82962418
68000	10.649253	0	0.8493150685	0.7323943662	0.3644162944	0.3837197179	2230.84529	75.78593838
68500	10.714884	0	0.6538461538	0.7727272727	0.3644162944	0.3837197179	2230.84529	75.38541317
69000	10.782209	0	0.7538461538	0.9240506329	0.3644162944	0.3837197179	2230.84529	84.23945975
69500	10.847581	0	0.7777777778	0.8611111111	0.3644162944	0.3837197179	2230.84529	80.79552108
70000	10.919323	0	0.7108433735	0.8852459016	0.3644162944	0.3837197179	2230.84529	72.79748935
70500	10.987443	0	0.6666666667	0.7435897436	0.3644162944	0.3837197179	2230.84529	75.15244293
71000	11.054629	0	0.890625	0.9	0.3644162944	0.3837197179	2230.84529	82.19365114
71500	11.121092	0	0.6849315068	0.7746478873	0.3644162944	0.3837197179	2230.84529	69.60547411
72000	11.187495	0	0.7619047619	0.8888888889	0.3644162944	0.3837197179	2230.84529	80.56983864
72500	11.253245	0	0.6857142857	0.8513513514	0.3644162944	0.3837197179	2230.84529	68.62732744
73000	11.319458	0	0.7419354839	0.8658536585	0.3644162944	0.3837197179	2230.84529	84.26389509
73500	11.383748	0	0.6818181818	0.8717948718	0.3644162944	0.3837197179	2230.84529	86.1238578
74000	11.448979	0	0.7462686567	0.8441558442	0.3644162944	0.3837197179	2230.84529	77.33705199
74500	11.514796	0	0.6388888889	0.8888888889	0.3644162944	0.3837197179	2230.84529	70.84756339
75000	11.580652	0	0.8	0.890625	0.3644162944	0.3837197179	2230.84529	90.62332743
75500	11.647557	0	0.6478873239	0.7397260274	0.3644162944	0.3837197179	2230.84529	74.75360858
76000	11.715339	0	0.7037037037	0.9047619048	0.3644162944	0.3837197179	2230.84529	73.29620272
76500	11.780473	0	0.7183098592	0.8356164384	0.3644162944	0.3837197179	2230.84529	83.45549399
77000	11.847179	0	0.8	0.8783783784	0.3644162944	0.3837197179	2230.84529	84.9962033
77500	11.914469	0	0.7432432432	0.8	0.3644162944	0.3837197179	2230.84529	73.55550408
78000	11.980851	0	0.7352941176	0.8421052632	0.3644162944	0.3837197179	2230.84529	66.8792606
78500	12.046928	0	0.7402597403	0.8358208955	0.3644162944	0.3837197179	2230.84529	80.11070865
79000	12.112609	0	0.6571428571	0.8108108108	0.3644162944	0.3837197179	2230.84529	71.60865504
79500	12.178295	0	0.7432432432	0.7571428571	0.3644162944	0.3837197179	2230.84529	69.42860943
80000	12.245754	0	0.8125	0.9375	0.3644162944	0.3837197179	2230.84529	91.03406483
80500	12.310095	0	0.8356164384	0.8873239437	0.3644162944	0.3837197179	2230.84529	77.53906357
81000	12.377849	0	0.78125	0.7875	0.3644162944	0.3837197179	2230.84529	73.43049377
81500	12.443795	0	0.6282051282	0.8181818182	0.3644162944	0.3837197179	2230.84529	69.71475947
82000	12.509487	0	0.7162162162	0.8571428571	0.3644162944	0.3837197179	2230.84529	83.74842072
82500	12.574538	0	0.6436781609	0.8070175439	0.3644162944	0.3837197179	2230.84529	81.35728246
83000	12.638255	0	0.7721518987	0.8	0.3644162944	0.3837197179	2230.84529	83.78113025
83500	12.703651	0	0.8028169014	0.8767123288	0.3644162944	0.3837197179	2230.84529	80.63146544
84000	12.769582	0	0.76	0.8695652174	0.3644162944	0.3837197179	2230.84529	75.03691304
84500	12.835215	0	0.7534246575	0.9295774648	0.3644162944	0.3837197179	2230.84529	90.11372817
85000	12.901644	0	0.7125	0.84375	0.3644162944	0.3837197179	2230.84529	72.21743304
85500	12.968946	0	0.7702702703	0.8285714286	0.3644162944	0.3837197179	2230.84529	76.55910891
86000	13.034747	0	0.671875	0.7875	0.3644162944	0.3837197179	2230.84529	67.70279604
86500	13.101645	0	0.6216216216	0.8	0.3644162944	0.3837197179	2230.84529	77.86401552
87000	13.168877	0	0.625	0.9305555556	0.3644162944	0.3837197179	2230.84529	72.78483528
87500	13.234125	0	0.7738095238	0.9	0.3644162944	0.3837197179	2230.84529	78.32879227
88000	13.300205	0	0.7777777778	0.9305555556	0.3644162944	0.3837197179	2230.84529	88.07840627
88500	13.366127	0	0.8591549296	0.904109589	0.3644162944	0.3837197179	2230.84529	96.47861588
89000	13.430041	0	0.7971014493	0.8266666667	0.3644162944	0.3837197179	2230.84529	94.5388236
89500	13.493811	0	0.7575757576	0.8461538462	0.3644162944	0.3837197179	2230.84529	72.96596831
90000	13.565118	0	0.7887323944	0.8767123288	0.3644162944	0.3837197179	2230.84529	80.9716031
90500	13.633011	0	0.7375	0.765625	0.3644162944	0.3837197179	2230.84529	81.75266981
91000	13.698216	0	0.7777777778	0.9305555556	0.3644162944	0.3837197179	2230.84529	83.57853436
91500	13.763497	0	0.6285714286	0.6756756757	0.3644162944	0.3837197179	2230.84529	73.33734018
92000	13.829042	0	0.6575342466	0.7183098592	0.3644162944	0.3837197179	2230.84529	76.24125564
92500	13.896817	0	0.7846153846	0.8860759494	0.3644162944	0.3837197179	2230.84529	81.00221962
93000	13.96334	0	0.6875	0.7625	0.3644162944	0.3837197179	2230.84529	79.19125307
93500	14.028477	0	0.7792207792	0.9104477612	0.3644162944	0.3837197179	2230.84529	78.53631121
94000	14.095103	0	0.7096774194	0.8292682927	0.3644162944	0.3837197179	2230.84529	71.34641546
94500	14.161299	0	0.7083333333	0.9305555556	0.3644162944	0.3837197179	2230.84529	81.51251304
95000	14.228687	0	0.7631578947	0.8676470588	0.3644162944	0.3837197179	2230.84529	72.81251556
95500	14.294731	0	0.7972972973	0.9285714286	0.3644162944	0.3837197179	2230.84529	72.84940839
96000	14.361181	0	0.6857142857	0.8378378378	0.3644162944	0.3837197179	2230.84529	89.00994754
96500	14.427926	0	0.8289473684	0.8382352941	0.3644162944	0.3837197179	2230.84529	76.37724358
97000	14.49445	0	0.6626506024	0.7868852459	0.3644162944	0.3837197179	2230.84529	76.58988225
97500	14.560088	0	0.7142857143	0.8059701493	0.3644162944	0.3837197179	2230.84529	73.80583471
98000	14.626944	0	0.8181818182	0.8507462687	0.3644162944	0.3837197179	2230.84529	77.03925353
98500	14.69254	0	0.6883116883	0.8059701493	0.3644162944	0.3837197179	2230.84529	73.23233938
99000	14.758883	0	0.7462686567	0.8961038961	0.3644162944	0.3837197179	2230.84529	86.2345742
99500	14.822488	0	0.8311688312	0.8656716418	0.3644162944	0.3837197179	2230.84529	79.59507048
100000	14.891356	0	0.7466666667	0.8260869565	0.3644162944	0.3837197179	2230.84529	81.34013045
100500	14.958109	0	0.7083333333	0.7361111111	0.3644162944	0.3837197179	2230.84529	77.18290073
101000	15.02511	0	0.72	0.8695652174	0.3644162944	0.3837197179	2230.84529	81.33960813
101500	15.090497	0	0.8630136986	0.8028169014	0.3644162944	0.3837197179	2230.84529	77.66849333
102000	15.157857	0	0.7746478873	0.8767123288	0.3644162944	0.3837197179	2230.84529	76.98026562
102500	15.225068	0	0.7333333333	0.7971014493	0.3644162944	0.3837197179	2230.84529	75.20956427
103000	15.291754	0	0.7123287671	0.8169014085	0.3644162944	0.3837197179	2230.84529	67.69554526
103500	15.358933	0	0.7391304348	0.8266666667	0.3644162944	0.3837197179	2230.84529	78.555834
104000	15.42511	0	0.7428571429	0.8918918919	0.3644162944	0.3837197179	2230.84529	87.28691065
104500	15.491451	0	0.7105263158	0.8529411765	0.3644162944	0.3837197179	2230.84529	75.5109753
105000	15.557221	0	0.8024691358	0.8412698413	0.3644162944	0.3837197179	2230.84529	82.48168266
105500	15.622507	0	0.8382352941	0.9210526316	0.3644162944	0.3837197179	2230.84529	88.83293462
106000	15.687746	0	0.5882352941	0.8157894737	0.3644162944	0.3837197179	2230.84529	84.05326867
106500	15.754507	0	0.7532467532	0.8507462687	0.3644162944	0.3837197179	2230.84529	82.35513145
107000	15.820428	0	0.7205882353	0.8684210526	0.3644162944	0.3837197179	2230.84529	65.37330008
107500	15.886723	0	0.75	0.8214285714	0.3644162944	0.3837197179	2230.84529	79.04447848
108000	15.95229	0	0.7179487179	0.8484848485	0.3644162944	0.3837197179	2230.84529	75.82888591
108500	16.017069	0	0.8243243243	0.8571428571	0.3644162944	0.3837197179	2230.84529	85.6258443
109000	16.082674	0	0.7894736842	0.7794117647	0.3644162944	0.3837197179	2230.84529	78.8312546
109500	16.148437	0	0.7945205479	0.7746478873	0.3644162944	0.3837197179	2230.84529	91.29572219
110000	16.21873	0	0.8481012658	0.9230769231	0.3644162944	0.3837197179	2230.84529	84.93644387
110500	16.284578	0	0.7671232877	0.8309859155	0.3644162944	0.3837197179	2230.84529	79.69031739
111000	16.350398	0	0.6153846154	0.7721518987	0.3644162944	0.3837197179	2230.84529	65.80066219
111500	16.417453	0	0.6301369863	0.8169014085	0.3644162944	0.3837197179	2230.84529	69.74252981
112000	16.482816	0	0.6818181818	0.8205128205	0.3644162944	0.3837197179	2230.84529	74.41057581
112500	16.548238	0	0.7903225806	0.8048780488	0.3644162944	0.3837197179	2230.84529	80.24875343
113000	16.613313	0	0.8356164384	0.8873239437	0.3644162944	0.3837197179	2230.84529	80.94913816
113500	16.679945	0	0.7777777778	0.7638888889	0.3644162944	0.3837197179	2230.84529	74.99044937
114000	16.746291	0	0.7945205479	0.8873239437	0.3644162944	0.3837197179	2230.84529	79.87896591
114500	16.812658	0	0.6724137931	0.8604651163	0.3644162944	0.3837197179	2230.84529	74.48043251
115000	16.880332	0	0.8266666667	0.8260869565	0.3644162944	0.3837197179	2230.84529	76.94959736
115500	16.94515	0	0.8115942029	0.9066666667	0.3644162944	0.3837197179	2230.84529	85.55643338
116000	17.011327	0	0.6493506494	0.8208955224	0.3644162944	0.3837197179	2230.84529	79.71397865
116500	17.078255	0	0.7464788732	0.8630136986	0.3644162944	0.3837197179	2230.84529	78.38240916
117000	17.143407	0	0.725	0.859375	0.3644162944	0.3837197179	2230.84529	95.59972483
117500	17.20754	0	0.7424242424	0.8461538462	0.3644162944	0.3837197179	2230.84529	80.50688976
118000	17.272362	0	0.7763157895	0.7941176471	0.3644162944	0.3837197179	2230.84529	82.70776516
118500	17.338488	0	0.6533333333	0.8405797101	0.3644162944	0.3837197179	2230.84529	73.71535337
119000	17.405005	0	0.7764705882	0.7288135593	0.3644162944	0.3837197179	2230.84529	71.42338812
119500	17.472672	0	0.575	0.65625	0.3644162944	0.3837197179	2230.84529	70.79891896
120000	17.54143	0	0.7638888889	0.8611111111	0.3644162944	0.3837197179	2230.84529	74.78326118
120500	17.607671	0	0.7662337662	0.8507462687	0.3644162944	0.3837197179	2230.84529	81.28915292
121000	17.673408	0	0.8101265823	0.8461538462	0.3644162944	0.3837197179	2230.84529	78.52779287
121500	17.740153	0	0.6307692308	0.7594936709	0.3644162944	0.3837197179	2230.84529	72.11260527
122000	17.806223	0	0.7826086957	0.8	0.3644162944	0.3837197179	2230.84529	69.815525
122500	17.873061	0	0.7792207792	0.8059701493	0.3644162944	0.3837197179	2230.84529	83.77979434
123000	17.937177	0	0.796875	0.85	0.3644162944	0.3837197179	2230.84529	78.93450671
123500	18.002811	0	0.7162162162	0.7714285714	0.3644162944	0.3837197179	2230.84529	79.17292929
124000	18.069442	0	0.661971831	0.8630136986	0.3644162944	0.3837197179	2230.84529	77.52258718
124500	18.134734	0	0.6875	0.8625	0.3644162944	0.3837197179	2230.84529	77.8106474
125000	18.200181	0	0.5714285714	0.8648648649	0.3644162944	0.3837197179	2230.84529	73.64808196
125500	18.266189	0	0.7719298246	0.8505747126	0.3644162944	0.3837197179	2230.84529	76.98490447
126000	18.333163	0	0.6582278481	0.8461538462	0.3644162944	0.3837197179	2230.84529	81.36185122
126500	18.400152	0	0.8208955224	0.8441558442	0.3644162944	0.3837197179	2230.84529	62.22525012
127000	18.467174	0	0.7	0.7972972973	0.3644162944	0.3837197179	2230.84529	69.75000703
127500	18.534634	0	0.8142857143	0.8648648649	0.3644162944	0.3837197179	2230.84529	80.03095692
128000	18.599267	0	0.8484848485	0.9102564103	0.3644162944	0.3837197179	2230.84529	86.89760405
128500	18.665354	0	0.8059701493	0.8571428571	0.3644162944	0.3837197179	2230.84529	80.0490725
129000	18.733184	0	0.7105263158	0.8088235294	0.3644162944	0.3837197179	2230.84529	76.83285069
129500	18.801436	0	0.5294117647	0.7368421053	0.3644162944	0.3837197179	2230.84529	67.29139739
130000	18.873831	0	0.7692307692	0.8939393939	0.3644162944	0.3837197179	2230.84529	69.08390313
130500	18.942211	0	0.7462686567	0.9220779221	0.3644162944	0.3837197179	2230.84529	90.9863463
131000	19.006714	0	0.6875	0.921875	0.3644162944	0.3837197179	2230.84529	86.0875957
131500	19.072152	0	0.8142857143	0.9324324324	0.3644162944	0.3837197179	2230.84529	94.24535513
132000	19.139327	0	0.7704918033	0.8192771084	0.3644162944	0.3837197179	2230.84529	69.70102268
132500	19.205724	0	0.7571428571	0.8243243243	0.3644162944	0.3837197179	2230.84529	92.16436613
133000	19.27142	0	0.6617647059	0.7894736842	0.3644162944	0.3837197179	2230.84529	71.54157668
133500	19.338278	0	0.8289473684	0.8382352941	0.3644162944	0.3837197179	2230.84529	76.6527949
134000	19.406488	0	0.7297297297	0.8714285714	0.3644162944	0.3837197179	2230.84529	79.10439008
134500	19.473104	0	0.7317073171	0.8225806452	0.3644162944	0.3837197179	2230.84529	73.9341287
135000	19.538341	0	0.7258064516	0.7804878049	0.3644162944	0.3837197179	2230.84529	73.04041547
135500	19.603719	0	0.7397260274	0.8169014085	0.3644162944	0.3837197179	2230.84529	83.29911572
136000	19.670031	0	0.6956521739	0.84	0.3644162944	0.3837197179	2230.84529	91.46761698
136500	19.734345	0	0.7121212121	0.858974359	0.3644162944	0.3837197179	2230.84529	81.74061298
137000	19.800476	0	0.652173913	0.9333333333	0.3644162944	0.3837197179	2230.84529	81.83359534
137500	19.867112	0	0.746835443	0.8153846154	0.3644162944	0.3837197179	2230.84529	76.69683123
138000	19.933835	0	0.7638888889	0.9444444444	0.3644162944	0.3837197179	2230.84529	76.45107496
138500	19.999374	0	0.6233766234	0.9104477612	0.3644162944	0.3837197179	2230.84529	79.35217631
139000	20.066789	0	0.8169014085	0.8767123288	0.3644162944	0.3837197179	2230.84529	85.25561041
139500	20.133525	0	0.8076923077	0.8939393939	0.3644162944	0.3837197179	2230.84529	81.83743829
140000	20.202793	0	0.7205882353	0.8421052632	0.3644162944	0.3837197179	2230.84529	86.35905135
140500	20.268801	0	0.7294117647	0.813559322	0.3644162944	0.3837197179	2230.84529	84.58886266
